Balance,RiskBudget,MeanDistortion,MedianDistortion,MaxDistortion,MinDistortion,PctTradesDistorted,MeanActualRiskPct,MaxActualRiskPct,MarginPassPct,Executable
200,1.0,12.90195652173914,11.083000000000084,34.47699999999986,2.8770000000004075,100.0,6.45097826086957,17.23849999999993,100.0,True
210,1.05,12.287577639751563,10.555238095238174,32.83523809523796,2.740000000000388,100.0,6.143788819875781,16.41761904761898,100.0,True
220,1.1,11.729051383399216,10.075454545454622,31.342727272727146,2.615454545454916,100.0,5.864525691699608,15.671363636363573,100.0,True
230,1.1500000000000001,11.21909262759925,9.637391304347899,29.97999999999988,2.501739130435137,100.0,5.609546313799625,14.98999999999994,100.0,True
240,1.2,10.751630434782616,9.235833333333403,28.730833333333216,2.3975000000003397,100.0,5.375815217391308,14.365416666666608,100.0,True
250,1.25,10.32156521739131,8.866400000000068,27.581599999999888,2.301600000000326,100.0,5.160782608695655,13.790799999999944,100.0,True
260,1.3,9.924581939799339,8.525384615384679,26.520769230769126,2.2130769230772365,100.0,4.962290969899669,13.260384615384563,100.0,True
270,1.35,9.557004830917881,8.209629629629692,25.538518518518416,2.1311111111114127,100.0,4.778502415458941,12.769259259259208,100.0,True
280,1.4000000000000001,9.21568322981367,7.916428571428631,24.62642857142847,2.055000000000291,100.0,4.607841614906835,12.313214285714235,100.0,True
290,1.45,8.897901049475267,7.643448275862126,23.777241379310247,1.984137931034764,100.0,4.448950524737634,11.888620689655124,100.0,True
300,1.5,8.601304347826092,7.3886666666667224,22.984666666666577,1.9180000000002715,100.0,4.300652173913046,11.492333333333288,100.0,True
310,1.55,8.323842917251056,7.1503225806452155,22.243225806451523,1.8561290322583273,100.0,4.161921458625528,11.121612903225762,100.0,True
320,1.6,8.063722826086963,6.926875000000051,21.548124999999914,1.7981250000002547,100.0,4.031861413043481,10.774062499999957,100.0,True
330,1.6500000000000001,7.819367588932812,6.716969696969747,20.89515151515143,1.7436363636366106,100.0,3.909683794466406,10.447575757575715,100.0,True
