Balance,RiskBudget,MeanDistortion,MedianDistortion,MaxDistortion,MinDistortion,PctTradesDistorted,MeanActualRiskPct,MaxActualRiskPct,MarginPassPct,Executable
2000,10.0,1.3200466403162072,1.1083000000000085,3.447699999999986,0.5004000000000816,56.38998682476944,0.6600233201581036,1.723849999999993,100.0,True
2100,10.5,1.2610425999121668,1.0555238095238175,3.2835238095237966,0.502952380952376,52.83267457180501,0.6305212999560834,1.6417619047618983,100.0,True
2200,11.0,1.2090586896634343,1.007545454545462,3.1342727272727147,0.5003636363636278,50.329380764163375,0.6045293448317172,1.5671363636363573,100.0,True
2300,11.5,1.1648286647190254,0.9752173913042814,2.997999999999988,0.5008695652173313,47.03557312252965,0.5824143323595127,1.498999999999994,100.0,True
2400,12.0,1.1288277338603439,0.9539999999999509,2.873083333333322,0.5039999999999812,45.059288537549406,0.5644138669301719,1.436541666666661,100.0,True
2500,12.5,1.0930053227931502,0.931600000000035,2.758159999999989,0.5001599999999599,42.16073781291173,0.5465026613965751,1.3790799999999945,100.0,True
2600,13.0,1.061253673862371,0.9203846153846266,2.652076923076913,0.5011538461538714,39.789196310935445,0.5306268369311855,1.3260384615384564,100.0,True
2700,13.5,1.0342467183916475,0.9119259259259034,2.5538518518518414,0.5020740740740923,37.02239789196311,0.5171233591958238,1.2769259259259207,100.0,True
2800,14.0,1.011147844908716,0.8955714285714619,2.462642857142847,0.5004999999999719,35.046113306982875,0.505573922454358,1.2313214285714236,100.0,True
2900,14.5,0.9900438871473365,0.8834482758620967,2.377724137931025,0.5009655172413879,33.59683794466403,0.49502194357366824,1.1888620689655125,100.0,True
3000,15.0,0.9714180061484421,0.8834666666666331,2.2984666666666573,0.5011333333333824,32.14756258234519,0.48570900307422105,1.1492333333333287,100.0,True
3100,15.5,0.9574877810361695,0.8790322580645162,2.2243225806451523,0.5003870967742137,29.64426877470356,0.47874389051808475,1.1121612903225762,100.0,True
3200,16.0,0.9410220685112001,0.8720000000000141,2.1548124999999914,0.5010624999999891,27.66798418972332,0.47051103425560004,1.0774062499999957,100.0,True
3300,16.5,0.9248996686229899,0.8612727272727142,2.089515151515143,0.5003636363636002,26.08695652173913,0.46244983431149495,1.0447575757575716,100.0,True
3400,17.0,0.9096411687204539,0.856529411764688,2.0280588235294035,0.5000588235294238,25.03293807641634,0.45482058436022693,1.0140294117647017,100.0,True
3500,17.5,0.8973588556371175,0.8529142857143598,1.9701142857142777,0.5007428571428526,24.110671936758894,0.44867942781855874,0.9850571428571389,100.0,True
3600,18.0,0.8921519543258681,0.8484444444443903,1.915388888888881,0.5005000000000009,22.793148880105402,0.44607597716293407,0.9576944444444405,100.0,True
3700,18.5,0.8835370152761466,0.8422702702702884,1.8636216216216144,0.5004324324324222,20.948616600790515,0.4417685076380733,0.9318108108108072,100.0,True
3800,19.0,0.8785557866999523,0.8472631578947823,1.814578947368414,0.5010000000000123,19.894598155467722,0.43927789334997613,0.907289473684207,100.0,True
3900,19.5,0.8702399918921667,0.8502564102564065,1.768051282051275,0.5008205128205168,18.972332015810274,0.43511999594608336,0.8840256410256375,100.0,True
4000,20.0,0.8624113306982882,0.8489999999999782,1.723849999999993,0.5003000000000156,17.25955204216074,0.4312056653491441,0.8619249999999965,100.0,True
4100,20.5,0.8535440084835646,0.8491707317072901,1.681804878048774,0.5011219512195189,16.469038208168644,0.4267720042417823,0.840902439024387,100.0,True
4200,21.0,0.8509123533471373,0.8471428571428987,1.6417619047618983,0.5020952380952318,15.678524374176547,0.42545617667356866,0.8208809523809492,100.0,True
4300,21.5,0.8453940619542247,0.8437209302325733,1.603581395348831,0.5011627906976999,14.492753623188406,0.42269703097711236,0.8017906976744155,100.0,True
4400,22.0,0.837896514552642,0.8368636363635976,1.5671363636363573,0.5006818181818331,13.438735177865613,0.418948257276321,0.7835681818181787,100.0,True
4500,22.5,0.8363790953008354,0.8340000000000146,1.532311111111105,0.500533333333341,11.594202898550725,0.4181895476504177,0.7661555555555525,100.0,True
4600,23.0,0.8347823795612086,0.8347826086956839,1.498999999999994,0.5002173913043526,10.276679841897234,0.4173911897806043,0.749499999999997,100.0,True
4700,23.5,0.8326348218540643,0.8401276595743686,1.4671063829787174,0.5004255319149029,8.563899868247695,0.41631741092703217,0.7335531914893587,100.0,True
4800,24.0,0.8282621870882751,0.8391666666666803,1.436541666666661,0.5001666666667007,7.5098814229249005,0.4141310935441376,0.7182708333333305,100.0,True
4900,24.5,0.8256732005054999,0.8435918367346803,1.4072244897959127,0.5008979591836709,6.982872200263504,0.41283660025274993,0.7036122448979564,100.0,True
5000,25.0,0.8235143083003965,0.8406000000000861,1.3790799999999945,0.5019200000000091,5.665349143610013,0.41175715415019826,0.6895399999999973,100.0,True
5500,27.5,0.8190464486764892,0.8354181818181214,1.2537090909090858,0.5014545454545442,3.557312252964427,0.4095232243382446,0.6268545454545429,100.0,True
6000,30.0,0.8156253403601241,0.834000000000136,1.1492333333333287,0.5006333333333411,2.1080368906455864,0.40781267018006206,0.5746166666666643,100.0,True
6500,32.5,0.8246296949427396,0.8473846153846422,1.060830769230765,0.5027076923076843,0.922266139657444,0.4123148474713698,0.5304153846153825,100.0,True
7000,35.0,0.8188453604366661,0.8507142857143013,0.9997714285714859,0.5008571428571357,0.0,0.40942268021833306,0.49988571428574297,100.0,True
7500,37.5,0.8296094861660089,0.8585600000000462,0.9998666666666396,0.5013866666666824,0.0,0.41480474308300447,0.4999333333333198,100.0,True
8000,40.0,0.8357102108036903,0.8729499999999916,0.9999749999999721,0.5005499999999983,0.0,0.4178551054018452,0.49998749999998604,100.0,True
8500,42.5,0.8392945516546554,0.8761411764706067,0.9990588235295625,0.5010352941176655,0.0,0.4196472758273277,0.4995294117647813,100.0,True
9000,45.0,0.8507551163812046,0.8824000000000122,0.9998666666666394,0.5002444444444337,0.0,0.4253775581906023,0.4999333333333197,100.0,True
9500,47.5,0.8657776298453659,0.8979789473683539,0.9995789473684884,0.5030526315789374,0.0,0.43288881492268294,0.4997894736842442,100.0,True
10000,50.0,0.8761528326745731,0.9028800000000049,0.9997800000000279,0.5015200000000005,0.0,0.43807641633728656,0.49989000000001393,100.0,True
